100 5e-06
600 6e-06
1100 1.1e-05
1600 9e-06
2100 1e-05
2600 1.1e-05
3100 1.1e-05
3600 1.2e-05
4100 1.5e-05
4600 1.6e-05
5100 1.3e-05
5600 1.5e-05
6100 1.5e-05
6600 1.6e-05
7100 1.8e-05
7600 2e-05
8100 2.1e-05
8600 2.2e-05
9100 2.2e-05
9600 2.4e-05
10100 2.5e-05
10600 2.7e-05
11100 2.7e-05
11600 2.9e-05
12100 3e-05
12600 3.1e-05
13100 3.2e-05
13600 3.4e-05
14100 3.4e-05
14600 3.6e-05
15100 3.7e-05
15600 3.9e-05
16100 4.5e-05
16600 4.1e-05
17100 4.2e-05
17600 4.3e-05
18100 4.4e-05
18600 5.5e-05
19100 4.7e-05
19600 4.8e-05
20100 4.9e-05
20600 5e-05
21100 5.7e-05
21600 6.7e-05
22100 5.5e-05
22600 7e-05
23100 5.7e-05
23600 5.8e-05
24100 5.9e-05
24600 6.1e-05
25100 8.7e-05
25600 6.5e-05
26100 6.4e-05
26600 6.5e-05
27100 6.7e-05
27600 6.7e-05
28100 6.8e-05
28600 7e-05
29100 9.1e-05
29600 7.2e-05
