2 5e-06
7 5e-06
12 6e-06
17 9e-06
22 2.2e-05
27 3.2e-05
32 7e-05
37 5.5e-05
42 9.7e-05
47 9.4e-05
52 0.000127
57 0.000142
62 0.000243
67 0.000211
72 0.000255
77 0.000356
82 0.000429
87 0.000521
92 0.000632
97 0.00068
102 0.00097
107 0.000929
112 0.001313
117 0.001186
122 0.001373
127 0.001531
132 0.001722
137 0.002085
142 0.002255
147 0.003143
152 0.002728
157 0.004691
162 0.003401
167 0.004194
172 0.004284
177 0.004549
182 0.005497
187 0.007082
192 0.006307
197 0.006637
202 0.006696
207 0.007397
212 0.008527
217 0.008728
222 0.010872
227 0.009748
232 0.011456
237 0.011189
242 0.01221
247 0.012384
252 0.024943
257 0.014552
262 0.015519
267 0.016337
272 0.017316
277 0.01773
282 0.020428
287 0.020435
292 0.021025
297 0.022629
