2 4e-06
7 1.4e-05
12 3.6e-05
17 6e-05
22 9.7e-05
27 0.000135
32 0.000221
37 0.000284
42 0.000436
47 0.000506
52 0.000692
57 0.000795
62 0.001136
67 0.001363
72 0.00168
77 0.002278
82 0.002584
87 0.002984
92 0.003673
97 0.004434
102 0.005119
107 0.005504
112 0.008978
117 0.007418
122 0.008583
127 0.010551
132 0.010458
137 0.012026
142 0.013563
147 0.015867
152 0.018868
157 0.019382
162 0.023291
167 0.02384
172 0.028694
177 0.028852
182 0.031557
187 0.03921
192 0.037902
197 0.039411
202 0.043971
207 0.047853
212 0.050405
217 0.054559
222 0.060337
227 0.061971
232 0.069124
237 0.070182
242 0.078956
247 0.081171
252 0.117929
257 0.096866
262 0.103553
267 0.102299
272 0.114406
277 0.118353
282 0.12424
287 0.13513
292 0.167214
297 0.160375
302 0.15226
307 0.208173
312 0.178275
317 0.196016
322 0.189026
327 0.19951
332 0.201299
337 0.223306
342 0.222974
347 0.25226
352 0.246152
357 0.255776
362 0.274511
367 0.280045
372 0.29148
377 0.305163
382 0.394707
387 0.326526
392 0.351192
397 0.348986
402 0.375821
407 0.3971
412 0.424837
417 0.432605
422 0.450139
427 0.441001
432 0.475894
437 0.488274
442 0.517138
447 0.538342
452 0.549368
457 0.57288
462 0.57701
467 0.608137
472 0.643736
477 0.658649
482 0.688177
487 0.714954
492 0.705991
497 0.759829
502 0.792589
507 1.10729
512 0.943726
517 0.956749
522 0.937142
527 0.982
532 0.975999
537 1.06883
542 1.00598
547 1.14191
552 1.15246
557 1.13441
562 1.14684
567 1.18426
572 1.23313
577 1.24829
582 1.29775
587 1.30573
592 1.40462
597 1.43759
602 1.44239
607 1.46418
612 1.51746
617 1.55821
622 1.54514
627 1.63725
632 1.70579
637 2.0581
642 1.8354
647 1.93365
652 1.7907
657 1.9636
662 1.97269
667 1.90139
672 2.1205
677 2.20776
682 2.24459
687 2.2795
692 2.31406
697 2.39115
