100 0.000102
600 0.003976
1100 0.008573
1600 0.009682
2100 0.012476
2600 0.013295
3100 0.019395
3600 0.028302
4100 0.036755
4600 0.046728
5100 0.058603
5600 0.073426
6100 0.089124
6600 0.10757
7100 0.125157
7600 0.14669
8100 0.169923
8600 0.189565
9100 0.216688
9600 0.247831
10100 0.279794
10600 0.299761
11100 0.331986
11600 0.365364
12100 0.399858
12600 0.43937
13100 0.482428
13600 0.511878
14100 0.558121
14600 0.601479
15100 0.647175
15600 0.701381
16100 0.738268
16600 0.781165
17100 0.831949
17600 0.886494
18100 0.945627
18600 1.00484
19100 1.06663
19600 1.10957
20100 1.16966
20600 1.22791
21100 1.30227
21600 1.36259
22100 1.43874
22600 1.51587
23100 1.56418
23600 1.6434
24100 1.73122
24600 1.78644
25100 1.86123
25600 1.93958
26100 2.01957
26600 2.10073
27100 2.18852
27600 2.28047
28100 2.35241
28600 2.44794
29100 2.54221
29600 2.61381
